image,xml
Pascal_tomato\train\059_15_jpg.rf.3a225e05d38ac9ef40e868ef27e7e90f.jpg,Pascal_tomato\train\059_15_jpg.rf.3a225e05d38ac9ef40e868ef27e7e90f.xml
Pascal_tomato\train\059_15_jpg.rf.dbc6a0ebf19d8e024102e4b4229b496e.jpg,Pascal_tomato\train\059_15_jpg.rf.dbc6a0ebf19d8e024102e4b4229b496e.xml
Pascal_tomato\train\059_16_jpg.rf.954af929dee33379fd416704d52c4317.jpg,Pascal_tomato\train\059_16_jpg.rf.954af929dee33379fd416704d52c4317.xml
Pascal_tomato\train\059_16_jpg.rf.e2b38e54adb073bd66abef26f2654f82.jpg,Pascal_tomato\train\059_16_jpg.rf.e2b38e54adb073bd66abef26f2654f82.xml
Pascal_tomato\train\059_17_jpg.rf.996bd8d738f054c18053afce2f530e54.jpg,Pascal_tomato\train\059_17_jpg.rf.996bd8d738f054c18053afce2f530e54.xml
Pascal_tomato\train\059_17_jpg.rf.f0ed81bfd31a09ae3f74b65eb8291133.jpg,Pascal_tomato\train\059_17_jpg.rf.f0ed81bfd31a09ae3f74b65eb8291133.xml
Pascal_tomato\train\059_18_jpg.rf.f1d5f62990bb83728a629bcc770e9c7d.jpg,Pascal_tomato\train\059_18_jpg.rf.f1d5f62990bb83728a629bcc770e9c7d.xml
Pascal_tomato\train\059_18_jpg.rf.fba43fcfab43617491825fec86a17b00.jpg,Pascal_tomato\train\059_18_jpg.rf.fba43fcfab43617491825fec86a17b00.xml
Pascal_tomato\train\059_19_jpg.rf.22ca87e84b5689b19dfdf08369f2c29b.jpg,Pascal_tomato\train\059_19_jpg.rf.22ca87e84b5689b19dfdf08369f2c29b.xml
Pascal_tomato\train\059_19_jpg.rf.f7035dfbefb41890bb351ab90e63de3b.jpg,Pascal_tomato\train\059_19_jpg.rf.f7035dfbefb41890bb351ab90e63de3b.xml
Pascal_tomato\train\059_20_jpg.rf.f75227e7d715e6d051033bb5d708999b.jpg,Pascal_tomato\train\059_20_jpg.rf.f75227e7d715e6d051033bb5d708999b.xml
Pascal_tomato\train\059_21_jpg.rf.0b89bf9937b67af286f31e8dd4b9cb82.jpg,Pascal_tomato\train\059_21_jpg.rf.0b89bf9937b67af286f31e8dd4b9cb82.xml
Pascal_tomato\train\059_21_jpg.rf.9464faca2acbe54b1ed6a22b8a0ca33d.jpg,Pascal_tomato\train\059_21_jpg.rf.9464faca2acbe54b1ed6a22b8a0ca33d.xml
Pascal_tomato\train\059_7_jpg.rf.098bb8001ce46eee0eaedd116ede9ccc.jpg,Pascal_tomato\train\059_7_jpg.rf.098bb8001ce46eee0eaedd116ede9ccc.xml
Pascal_tomato\train\059_7_jpg.rf.7f0767a75b2c4381fd4ada11faf9e9ac.jpg,Pascal_tomato\train\059_7_jpg.rf.7f0767a75b2c4381fd4ada11faf9e9ac.xml
Pascal_tomato\train\059_9_jpg.rf.28c7a1968a89c6f2ab568a87a1a161d0.jpg,Pascal_tomato\train\059_9_jpg.rf.28c7a1968a89c6f2ab568a87a1a161d0.xml
Pascal_tomato\train\060_16_jpg.rf.c642d3910df0037fc0eaa0c8caf59fce.jpg,Pascal_tomato\train\060_16_jpg.rf.c642d3910df0037fc0eaa0c8caf59fce.xml
Pascal_tomato\train\060_16_jpg.rf.d567e996cb5c504ba4f65296ba83eed2.jpg,Pascal_tomato\train\060_16_jpg.rf.d567e996cb5c504ba4f65296ba83eed2.xml
Pascal_tomato\train\060_1_jpg.rf.af0b6c2f92990ae7b8fcf37f6cd8c8da.jpg,Pascal_tomato\train\060_1_jpg.rf.af0b6c2f92990ae7b8fcf37f6cd8c8da.xml
Pascal_tomato\train\060_1_jpg.rf.b1ede41e5b088add7dc4b4f4288ea5dc.jpg,Pascal_tomato\train\060_1_jpg.rf.b1ede41e5b088add7dc4b4f4288ea5dc.xml
Pascal_tomato\train\060_21_jpg.rf.0228a9e5624e5412e9d4bbbfa49b7bd0.jpg,Pascal_tomato\train\060_21_jpg.rf.0228a9e5624e5412e9d4bbbfa49b7bd0.xml
Pascal_tomato\train\060_21_jpg.rf.694592d6669e5033d9d3c082685e3042.jpg,Pascal_tomato\train\060_21_jpg.rf.694592d6669e5033d9d3c082685e3042.xml
Pascal_tomato\train\060_22_jpg.rf.3fba11ea540dfdbe389bf56752dc7c83.jpg,Pascal_tomato\train\060_22_jpg.rf.3fba11ea540dfdbe389bf56752dc7c83.xml
Pascal_tomato\train\060_22_jpg.rf.a544dfe06f4a90d8d6f923b640a1ad03.jpg,Pascal_tomato\train\060_22_jpg.rf.a544dfe06f4a90d8d6f923b640a1ad03.xml
Pascal_tomato\train\062_11_jpg.rf.1e55b8a5e8c79dfc1ed8372ac8c76daf.jpg,Pascal_tomato\train\062_11_jpg.rf.1e55b8a5e8c79dfc1ed8372ac8c76daf.xml
Pascal_tomato\train\062_11_jpg.rf.6854805cec37ec83e7f282ab0c9505d3.jpg,Pascal_tomato\train\062_11_jpg.rf.6854805cec37ec83e7f282ab0c9505d3.xml
Pascal_tomato\train\062_16_jpg.rf.6833c219cf01a6ff059492c2047854b0.jpg,Pascal_tomato\train\062_16_jpg.rf.6833c219cf01a6ff059492c2047854b0.xml
Pascal_tomato\train\062_16_jpg.rf.dae208a03151dfd947fc841b3ce31dc8.jpg,Pascal_tomato\train\062_16_jpg.rf.dae208a03151dfd947fc841b3ce31dc8.xml
Pascal_tomato\train\062_17_jpg.rf.599be356071484a40fd294abaae3a54b.jpg,Pascal_tomato\train\062_17_jpg.rf.599be356071484a40fd294abaae3a54b.xml
Pascal_tomato\train\062_17_jpg.rf.9bb334c31465049751ca58ed219f42db.jpg,Pascal_tomato\train\062_17_jpg.rf.9bb334c31465049751ca58ed219f42db.xml
Pascal_tomato\train\062_21_jpg.rf.aa6e464a0af1a31832ee92477dbe0fc0.jpg,Pascal_tomato\train\062_21_jpg.rf.aa6e464a0af1a31832ee92477dbe0fc0.xml
Pascal_tomato\train\062_21_jpg.rf.cba62a5b5e70b1f8138ce7764c005899.jpg,Pascal_tomato\train\062_21_jpg.rf.cba62a5b5e70b1f8138ce7764c005899.xml
Pascal_tomato\train\062_22_jpg.rf.9daeaee2e4a3c5d6f17ec3b4747c3b61.jpg,Pascal_tomato\train\062_22_jpg.rf.9daeaee2e4a3c5d6f17ec3b4747c3b61.xml
Pascal_tomato\train\062_4_jpg.rf.5fe2a7372edc06479ea815ab1d32a9e9.jpg,Pascal_tomato\train\062_4_jpg.rf.5fe2a7372edc06479ea815ab1d32a9e9.xml
Pascal_tomato\train\062_4_jpg.rf.71d41534768384ceab55b0ada3ac9ba4.jpg,Pascal_tomato\train\062_4_jpg.rf.71d41534768384ceab55b0ada3ac9ba4.xml
Pascal_tomato\train\062_6_jpg.rf.ec84dea82e44a1bba6e0c25839a36c0e.jpg,Pascal_tomato\train\062_6_jpg.rf.ec84dea82e44a1bba6e0c25839a36c0e.xml
Pascal_tomato\train\062_6_jpg.rf.fd2171a6c0626b4c6eecd910fa3d226c.jpg,Pascal_tomato\train\062_6_jpg.rf.fd2171a6c0626b4c6eecd910fa3d226c.xml
Pascal_tomato\train\062_7_jpg.rf.5880e95afaf74d3bac1c99c4a9aa13a7.jpg,Pascal_tomato\train\062_7_jpg.rf.5880e95afaf74d3bac1c99c4a9aa13a7.xml
Pascal_tomato\train\062_7_jpg.rf.80e4aa41dd92e9844492e3eb50a2a333.jpg,Pascal_tomato\train\062_7_jpg.rf.80e4aa41dd92e9844492e3eb50a2a333.xml
Pascal_tomato\train\064_10_jpg.rf.42794a6d5afb4bb6d99360dc3fb28f41.jpg,Pascal_tomato\train\064_10_jpg.rf.42794a6d5afb4bb6d99360dc3fb28f41.xml
Pascal_tomato\train\064_10_jpg.rf.8293f0516347351961caf32662444f1d.jpg,Pascal_tomato\train\064_10_jpg.rf.8293f0516347351961caf32662444f1d.xml
Pascal_tomato\train\064_15_jpg.rf.21c92cbceead4cef2bc148f8579fb6df.jpg,Pascal_tomato\train\064_15_jpg.rf.21c92cbceead4cef2bc148f8579fb6df.xml
Pascal_tomato\train\064_15_jpg.rf.ba55376a8b8ad5301387bf15bea9a5ca.jpg,Pascal_tomato\train\064_15_jpg.rf.ba55376a8b8ad5301387bf15bea9a5ca.xml
Pascal_tomato\train\064_4_jpg.rf.7b6ae098b8705ca582302618828888c8.jpg,Pascal_tomato\train\064_4_jpg.rf.7b6ae098b8705ca582302618828888c8.xml
Pascal_tomato\train\064_7_jpg.rf.62807e9c8e88d927366ef99c22270ded.jpg,Pascal_tomato\train\064_7_jpg.rf.62807e9c8e88d927366ef99c22270ded.xml
Pascal_tomato\train\064_7_jpg.rf.884681144cc92faddc37e3fdf2e021ea.jpg,Pascal_tomato\train\064_7_jpg.rf.884681144cc92faddc37e3fdf2e021ea.xml
Pascal_tomato\train\065_12_jpg.rf.1cde6e4978e7f918bc353d0dc5e42200.jpg,Pascal_tomato\train\065_12_jpg.rf.1cde6e4978e7f918bc353d0dc5e42200.xml
Pascal_tomato\train\065_12_jpg.rf.6fbca9e5a6c7355285a67037de2ec686.jpg,Pascal_tomato\train\065_12_jpg.rf.6fbca9e5a6c7355285a67037de2ec686.xml
Pascal_tomato\train\065_1_jpg.rf.1f4975bd4cb693966dfc05cb14049a73.jpg,Pascal_tomato\train\065_1_jpg.rf.1f4975bd4cb693966dfc05cb14049a73.xml
Pascal_tomato\train\065_1_jpg.rf.29af0138d166bc6230780dffa5a2f022.jpg,Pascal_tomato\train\065_1_jpg.rf.29af0138d166bc6230780dffa5a2f022.xml
Pascal_tomato\train\065_21_jpg.rf.83c1891a9be1f8c70527eb238de0056a.jpg,Pascal_tomato\train\065_21_jpg.rf.83c1891a9be1f8c70527eb238de0056a.xml
Pascal_tomato\train\065_21_jpg.rf.d3200a666aae5172dbbf1e6119252779.jpg,Pascal_tomato\train\065_21_jpg.rf.d3200a666aae5172dbbf1e6119252779.xml
Pascal_tomato\train\065_22_jpg.rf.4e6741efcbc9c9b72d877d1eaaab833b.jpg,Pascal_tomato\train\065_22_jpg.rf.4e6741efcbc9c9b72d877d1eaaab833b.xml
Pascal_tomato\train\065_22_jpg.rf.8e131c20edd4aa86092d53b996b8e34c.jpg,Pascal_tomato\train\065_22_jpg.rf.8e131c20edd4aa86092d53b996b8e34c.xml
Pascal_tomato\train\065_3_jpg.rf.3924cfc0a894361782f58a0e99bddfd3.jpg,Pascal_tomato\train\065_3_jpg.rf.3924cfc0a894361782f58a0e99bddfd3.xml
Pascal_tomato\train\065_3_jpg.rf.393b628f9ae3dfb883cbfa50b3d0c5b0.jpg,Pascal_tomato\train\065_3_jpg.rf.393b628f9ae3dfb883cbfa50b3d0c5b0.xml
Pascal_tomato\train\065_4_jpg.rf.6a19fb835b84151a570f989b1b41209c.jpg,Pascal_tomato\train\065_4_jpg.rf.6a19fb835b84151a570f989b1b41209c.xml
Pascal_tomato\train\065_4_jpg.rf.ad47850f12d9393f01eca83a9bc7cf90.jpg,Pascal_tomato\train\065_4_jpg.rf.ad47850f12d9393f01eca83a9bc7cf90.xml
Pascal_tomato\train\065_8_jpg.rf.281d60e08a9191055ec753aa6981948d.jpg,Pascal_tomato\train\065_8_jpg.rf.281d60e08a9191055ec753aa6981948d.xml
Pascal_tomato\train\065_8_jpg.rf.cedb5f183fc9fe67ea648670d6a90188.jpg,Pascal_tomato\train\065_8_jpg.rf.cedb5f183fc9fe67ea648670d6a90188.xml
Pascal_tomato\train\067_11_jpg.rf.4e714e35babd3e08dcb6b4aad349d4d4.jpg,Pascal_tomato\train\067_11_jpg.rf.4e714e35babd3e08dcb6b4aad349d4d4.xml
Pascal_tomato\train\067_11_jpg.rf.d79af5f6143339c7490a25df225a60cd.jpg,Pascal_tomato\train\067_11_jpg.rf.d79af5f6143339c7490a25df225a60cd.xml
Pascal_tomato\train\067_6_jpg.rf.1b4c96e8f2777efdc6194d762ab224f5.jpg,Pascal_tomato\train\067_6_jpg.rf.1b4c96e8f2777efdc6194d762ab224f5.xml
Pascal_tomato\train\067_6_jpg.rf.1cbfd70c80dda23eb8d625f5bcd653f6.jpg,Pascal_tomato\train\067_6_jpg.rf.1cbfd70c80dda23eb8d625f5bcd653f6.xml
Pascal_tomato\train\068_11_jpg.rf.6cee23e475c22ca218af617ea90ab671.jpg,Pascal_tomato\train\068_11_jpg.rf.6cee23e475c22ca218af617ea90ab671.xml
Pascal_tomato\train\068_11_jpg.rf.796164a0b65f4aee0ac54f6f0085fd0f.jpg,Pascal_tomato\train\068_11_jpg.rf.796164a0b65f4aee0ac54f6f0085fd0f.xml
Pascal_tomato\train\068_12_jpg.rf.5dc5575c48d45a343a1a8577c0305ab5.jpg,Pascal_tomato\train\068_12_jpg.rf.5dc5575c48d45a343a1a8577c0305ab5.xml
Pascal_tomato\train\068_12_jpg.rf.c952a1b92913d97047807ad74f45ea78.jpg,Pascal_tomato\train\068_12_jpg.rf.c952a1b92913d97047807ad74f45ea78.xml
Pascal_tomato\train\068_13_jpg.rf.4d37f268488cb69c4414d149e7de8b46.jpg,Pascal_tomato\train\068_13_jpg.rf.4d37f268488cb69c4414d149e7de8b46.xml
Pascal_tomato\train\068_13_jpg.rf.dda3064bf980c388cba42dff9eb55763.jpg,Pascal_tomato\train\068_13_jpg.rf.dda3064bf980c388cba42dff9eb55763.xml
Pascal_tomato\train\068_16_jpg.rf.25845d8da6554338769faacab701ef0a.jpg,Pascal_tomato\train\068_16_jpg.rf.25845d8da6554338769faacab701ef0a.xml
Pascal_tomato\train\068_16_jpg.rf.50fc7484b402d3119394f2e5d1ab6fc8.jpg,Pascal_tomato\train\068_16_jpg.rf.50fc7484b402d3119394f2e5d1ab6fc8.xml
Pascal_tomato\train\068_17_jpg.rf.f52ebc0f405d48309dd0e7959bf647f8.jpg,Pascal_tomato\train\068_17_jpg.rf.f52ebc0f405d48309dd0e7959bf647f8.xml
Pascal_tomato\train\068_18_jpg.rf.1c89c05fc2c58111ecfde42f2ddaf45c.jpg,Pascal_tomato\train\068_18_jpg.rf.1c89c05fc2c58111ecfde42f2ddaf45c.xml
Pascal_tomato\train\068_18_jpg.rf.cfa1196a0f93b3fbeace57c29cdf2a51.jpg,Pascal_tomato\train\068_18_jpg.rf.cfa1196a0f93b3fbeace57c29cdf2a51.xml
Pascal_tomato\train\068_19_jpg.rf.d9fbdfd6217b03b20a86cfdf1b6fb406.jpg,Pascal_tomato\train\068_19_jpg.rf.d9fbdfd6217b03b20a86cfdf1b6fb406.xml
Pascal_tomato\train\068_21_jpg.rf.cf29edd8af3da7afe693cfbbe2d7e287.jpg,Pascal_tomato\train\068_21_jpg.rf.cf29edd8af3da7afe693cfbbe2d7e287.xml
Pascal_tomato\train\068_22_jpg.rf.717038a6d270c6beb18105d3a582bee4.jpg,Pascal_tomato\train\068_22_jpg.rf.717038a6d270c6beb18105d3a582bee4.xml
Pascal_tomato\train\068_22_jpg.rf.9e2846ee97440b6a05b79c31cc3f7f1c.jpg,Pascal_tomato\train\068_22_jpg.rf.9e2846ee97440b6a05b79c31cc3f7f1c.xml
Pascal_tomato\train\068_23_jpg.rf.4139ff3221ebaa6020c68385d14a5ecf.jpg,Pascal_tomato\train\068_23_jpg.rf.4139ff3221ebaa6020c68385d14a5ecf.xml
Pascal_tomato\train\068_23_jpg.rf.73af6e2f12fa17aa7c54acf701056d86.jpg,Pascal_tomato\train\068_23_jpg.rf.73af6e2f12fa17aa7c54acf701056d86.xml
Pascal_tomato\train\068_25_jpg.rf.3b1bde9858e070e9b571403449ce6fe5.jpg,Pascal_tomato\train\068_25_jpg.rf.3b1bde9858e070e9b571403449ce6fe5.xml
Pascal_tomato\train\068_25_jpg.rf.61b0894b1818a932f6593a10f56166b9.jpg,Pascal_tomato\train\068_25_jpg.rf.61b0894b1818a932f6593a10f56166b9.xml
Pascal_tomato\train\068_6_jpg.rf.c7bbfd08e32d46087a28f5e4cfacf2c7.jpg,Pascal_tomato\train\068_6_jpg.rf.c7bbfd08e32d46087a28f5e4cfacf2c7.xml
Pascal_tomato\train\068_6_jpg.rf.e067aedca909cb10ff54de7e505ce998.jpg,Pascal_tomato\train\068_6_jpg.rf.e067aedca909cb10ff54de7e505ce998.xml
Pascal_tomato\train\068_7_jpg.rf.0253eaf1362e1bb8f3a5c25a06b08c9d.jpg,Pascal_tomato\train\068_7_jpg.rf.0253eaf1362e1bb8f3a5c25a06b08c9d.xml
Pascal_tomato\train\068_7_jpg.rf.63595e1f475cca62f0d3369aba3d157a.jpg,Pascal_tomato\train\068_7_jpg.rf.63595e1f475cca62f0d3369aba3d157a.xml
Pascal_tomato\train\068_8_jpg.rf.379666ee8461f7be6ca2f18f54e11dc3.jpg,Pascal_tomato\train\068_8_jpg.rf.379666ee8461f7be6ca2f18f54e11dc3.xml
Pascal_tomato\train\070_12_jpg.rf.7c9b352db495f65a03bd4ccf2ecf8c29.jpg,Pascal_tomato\train\070_12_jpg.rf.7c9b352db495f65a03bd4ccf2ecf8c29.xml
Pascal_tomato\train\070_12_jpg.rf.fac2e1bdec0d418885677c89d2d5bf94.jpg,Pascal_tomato\train\070_12_jpg.rf.fac2e1bdec0d418885677c89d2d5bf94.xml
Pascal_tomato\train\070_1_jpg.rf.1c1e887aa630179bf51868d2be24e786.jpg,Pascal_tomato\train\070_1_jpg.rf.1c1e887aa630179bf51868d2be24e786.xml
Pascal_tomato\train\070_2_jpg.rf.29b535288bdb6d94ebb2173dda4755a7.jpg,Pascal_tomato\train\070_2_jpg.rf.29b535288bdb6d94ebb2173dda4755a7.xml
Pascal_tomato\train\070_7_jpg.rf.8cd1275473da10ec5eb4355fadaad032.jpg,Pascal_tomato\train\070_7_jpg.rf.8cd1275473da10ec5eb4355fadaad032.xml
Pascal_tomato\train\070_7_jpg.rf.bd1af2de2e5ea65926354850260e9fb4.jpg,Pascal_tomato\train\070_7_jpg.rf.bd1af2de2e5ea65926354850260e9fb4.xml
Pascal_tomato\train\072_11_jpg.rf.3edf01c59c5f70ebd129c4446c954538.jpg,Pascal_tomato\train\072_11_jpg.rf.3edf01c59c5f70ebd129c4446c954538.xml
Pascal_tomato\train\072_11_jpg.rf.a082020989b0b04ed02d19d0df66f50b.jpg,Pascal_tomato\train\072_11_jpg.rf.a082020989b0b04ed02d19d0df66f50b.xml
Pascal_tomato\train\072_19_jpg.rf.7460a79d30afd5b7e1ce5256e0626a1f.jpg,Pascal_tomato\train\072_19_jpg.rf.7460a79d30afd5b7e1ce5256e0626a1f.xml
Pascal_tomato\train\072_1_jpg.rf.ccf9335920439214248862ba59d256d2.jpg,Pascal_tomato\train\072_1_jpg.rf.ccf9335920439214248862ba59d256d2.xml
Pascal_tomato\train\072_1_jpg.rf.f3ae175bb1fec2cfe256942f9bfbb400.jpg,Pascal_tomato\train\072_1_jpg.rf.f3ae175bb1fec2cfe256942f9bfbb400.xml
Pascal_tomato\train\072_21_jpg.rf.01e871823d116f1e74fe1c72d98555e6.jpg,Pascal_tomato\train\072_21_jpg.rf.01e871823d116f1e74fe1c72d98555e6.xml
Pascal_tomato\train\072_21_jpg.rf.a42761d6f96ecb1eccfda5262c048e6f.jpg,Pascal_tomato\train\072_21_jpg.rf.a42761d6f96ecb1eccfda5262c048e6f.xml
Pascal_tomato\train\072_6_jpg.rf.7dea3eccfec533b96362f9018378a79d.jpg,Pascal_tomato\train\072_6_jpg.rf.7dea3eccfec533b96362f9018378a79d.xml
Pascal_tomato\train\072_6_jpg.rf.94bf24776c4ec44ed5e51370e087a27e.jpg,Pascal_tomato\train\072_6_jpg.rf.94bf24776c4ec44ed5e51370e087a27e.xml
Pascal_tomato\train\072_8_jpg.rf.6cb993dfbf4961725141b47415fc763f.jpg,Pascal_tomato\train\072_8_jpg.rf.6cb993dfbf4961725141b47415fc763f.xml
Pascal_tomato\train\072_8_jpg.rf.97a197f07e38e5446730108b4158061c.jpg,Pascal_tomato\train\072_8_jpg.rf.97a197f07e38e5446730108b4158061c.xml
Pascal_tomato\train\086_22_jpg.rf.36325bdc8d83170101c2acce4657b9af.jpg,Pascal_tomato\train\086_22_jpg.rf.36325bdc8d83170101c2acce4657b9af.xml
Pascal_tomato\train\086_23_jpg.rf.1277b1446ca4e95de16a6caffbbd2ed2.jpg,Pascal_tomato\train\086_23_jpg.rf.1277b1446ca4e95de16a6caffbbd2ed2.xml
Pascal_tomato\train\086_23_jpg.rf.84d98824281736f34b9a8d865a627bd5.jpg,Pascal_tomato\train\086_23_jpg.rf.84d98824281736f34b9a8d865a627bd5.xml
Pascal_tomato\train\089_16_jpg.rf.95a0cc0a75caa3eb08816781a9ec7b4c.jpg,Pascal_tomato\train\089_16_jpg.rf.95a0cc0a75caa3eb08816781a9ec7b4c.xml
Pascal_tomato\train\089_16_jpg.rf.ec80931ee00f6d974819d0693ae74828.jpg,Pascal_tomato\train\089_16_jpg.rf.ec80931ee00f6d974819d0693ae74828.xml
Pascal_tomato\train\089_17_jpg.rf.00764bc2a7abde8006102f83a8d505f3.jpg,Pascal_tomato\train\089_17_jpg.rf.00764bc2a7abde8006102f83a8d505f3.xml
Pascal_tomato\train\089_17_jpg.rf.e42888a144b2049faf4c01c8747504f2.jpg,Pascal_tomato\train\089_17_jpg.rf.e42888a144b2049faf4c01c8747504f2.xml
Pascal_tomato\train\089_1_jpg.rf.26146cf6ea65579b250c9e90a809dc75.jpg,Pascal_tomato\train\089_1_jpg.rf.26146cf6ea65579b250c9e90a809dc75.xml
Pascal_tomato\train\089_21_jpg.rf.363d998e33a984210ba486462f5f1735.jpg,Pascal_tomato\train\089_21_jpg.rf.363d998e33a984210ba486462f5f1735.xml
Pascal_tomato\train\089_21_jpg.rf.a3a69e2916fe3113dd9058c9e2f7caf7.jpg,Pascal_tomato\train\089_21_jpg.rf.a3a69e2916fe3113dd9058c9e2f7caf7.xml
Pascal_tomato\train\089_22_jpg.rf.02f77ee1483a37c01d7d937d6a9d6100.jpg,Pascal_tomato\train\089_22_jpg.rf.02f77ee1483a37c01d7d937d6a9d6100.xml
Pascal_tomato\train\089_22_jpg.rf.41d3cd26f90dbefbe7e53ff0b951b527.jpg,Pascal_tomato\train\089_22_jpg.rf.41d3cd26f90dbefbe7e53ff0b951b527.xml
Pascal_tomato\train\089_3_jpg.rf.4b5e0424b41815dcf69bada4a953e8da.jpg,Pascal_tomato\train\089_3_jpg.rf.4b5e0424b41815dcf69bada4a953e8da.xml
Pascal_tomato\train\089_3_jpg.rf.fb7d231dda4417e9334c2edda3ef08b4.jpg,Pascal_tomato\train\089_3_jpg.rf.fb7d231dda4417e9334c2edda3ef08b4.xml
Pascal_tomato\train\089_6_jpg.rf.484e39a320eecc529c146af44d610a9c.jpg,Pascal_tomato\train\089_6_jpg.rf.484e39a320eecc529c146af44d610a9c.xml
Pascal_tomato\train\089_6_jpg.rf.e44220d304bb79a6ac972edbe875b211.jpg,Pascal_tomato\train\089_6_jpg.rf.e44220d304bb79a6ac972edbe875b211.xml
Pascal_tomato\train\089_7_jpg.rf.341521fedda9bf6394cb22db0e2604e0.jpg,Pascal_tomato\train\089_7_jpg.rf.341521fedda9bf6394cb22db0e2604e0.xml
Pascal_tomato\train\089_7_jpg.rf.4431d8176248e6377e43a221b4c278c4.jpg,Pascal_tomato\train\089_7_jpg.rf.4431d8176248e6377e43a221b4c278c4.xml
Pascal_tomato\train\090_11_jpg.rf.4074ab805efda11e6f6c8e2f536f4b16.jpg,Pascal_tomato\train\090_11_jpg.rf.4074ab805efda11e6f6c8e2f536f4b16.xml
Pascal_tomato\train\090_11_jpg.rf.ee30bd56c7351e526553b547efb579b9.jpg,Pascal_tomato\train\090_11_jpg.rf.ee30bd56c7351e526553b547efb579b9.xml
Pascal_tomato\train\090_16_jpg.rf.354a5fe09795b83ac7aeb5aea298db1e.jpg,Pascal_tomato\train\090_16_jpg.rf.354a5fe09795b83ac7aeb5aea298db1e.xml
Pascal_tomato\train\090_16_jpg.rf.804933c96738acd0e58ec9aad42f6dee.jpg,Pascal_tomato\train\090_16_jpg.rf.804933c96738acd0e58ec9aad42f6dee.xml
Pascal_tomato\train\090_21_jpg.rf.a046ce7273f44f7d207096eb16d9573e.jpg,Pascal_tomato\train\090_21_jpg.rf.a046ce7273f44f7d207096eb16d9573e.xml
Pascal_tomato\train\090_6_jpg.rf.4f3d477fe1dd7b59594cf71374a0f6df.jpg,Pascal_tomato\train\090_6_jpg.rf.4f3d477fe1dd7b59594cf71374a0f6df.xml
Pascal_tomato\train\090_6_jpg.rf.781852c06ef23023eb2048e2f93fd844.jpg,Pascal_tomato\train\090_6_jpg.rf.781852c06ef23023eb2048e2f93fd844.xml
Pascal_tomato\train\091_16_jpg.rf.1514a068494036fe5b97a3bed3d2772e.jpg,Pascal_tomato\train\091_16_jpg.rf.1514a068494036fe5b97a3bed3d2772e.xml
Pascal_tomato\train\091_16_jpg.rf.8fbc37b3d8546b77f72209fbd3ae5eb4.jpg,Pascal_tomato\train\091_16_jpg.rf.8fbc37b3d8546b77f72209fbd3ae5eb4.xml
Pascal_tomato\train\091_17_jpg.rf.fd653c1fd68e6eaf4f1589981a3dd073.jpg,Pascal_tomato\train\091_17_jpg.rf.fd653c1fd68e6eaf4f1589981a3dd073.xml
Pascal_tomato\train\091_1_jpg.rf.990500f87c77e349e5dba3f237aec2ca.jpg,Pascal_tomato\train\091_1_jpg.rf.990500f87c77e349e5dba3f237aec2ca.xml
Pascal_tomato\train\091_1_jpg.rf.a5a9bc3187bc1e90ef8c49f2e22c27e4.jpg,Pascal_tomato\train\091_1_jpg.rf.a5a9bc3187bc1e90ef8c49f2e22c27e4.xml
Pascal_tomato\train\091_21_jpg.rf.f2ffc6057bb586dad1fa8ca531617c0d.jpg,Pascal_tomato\train\091_21_jpg.rf.f2ffc6057bb586dad1fa8ca531617c0d.xml
Pascal_tomato\train\091_22_jpg.rf.8553a4c558ce346ee3f2cd4e71afff19.jpg,Pascal_tomato\train\091_22_jpg.rf.8553a4c558ce346ee3f2cd4e71afff19.xml
Pascal_tomato\train\091_22_jpg.rf.9881b10478bd35b9854eaebca07fd579.jpg,Pascal_tomato\train\091_22_jpg.rf.9881b10478bd35b9854eaebca07fd579.xml
Pascal_tomato\train\091_2_jpg.rf.0e00f7d21c4fc70e580225f2420dd715.jpg,Pascal_tomato\train\091_2_jpg.rf.0e00f7d21c4fc70e580225f2420dd715.xml
Pascal_tomato\train\091_3_jpg.rf.a69c55f0afbc9e7788d54538f1dfde0c.jpg,Pascal_tomato\train\091_3_jpg.rf.a69c55f0afbc9e7788d54538f1dfde0c.xml
Pascal_tomato\train\091_3_jpg.rf.cba93b3e8d4a92e956c47650aaec8ba4.jpg,Pascal_tomato\train\091_3_jpg.rf.cba93b3e8d4a92e956c47650aaec8ba4.xml
Pascal_tomato\train\091_4_jpg.rf.8b69d6b9acb97e196c85d7f701b862d0.jpg,Pascal_tomato\train\091_4_jpg.rf.8b69d6b9acb97e196c85d7f701b862d0.xml
Pascal_tomato\train\091_4_jpg.rf.e69854bb9ab060f0645af26c3fd56bd0.jpg,Pascal_tomato\train\091_4_jpg.rf.e69854bb9ab060f0645af26c3fd56bd0.xml
Pascal_tomato\train\091_5_jpg.rf.458f52d507d80153ebc1b33836ebff23.jpg,Pascal_tomato\train\091_5_jpg.rf.458f52d507d80153ebc1b33836ebff23.xml
Pascal_tomato\train\091_5_jpg.rf.ae0a4ffa5963ca199e4521e3b7e38c17.jpg,Pascal_tomato\train\091_5_jpg.rf.ae0a4ffa5963ca199e4521e3b7e38c17.xml
Pascal_tomato\train\091_7_jpg.rf.36d55dd9c2d17edd2f391ade3588dbee.jpg,Pascal_tomato\train\091_7_jpg.rf.36d55dd9c2d17edd2f391ade3588dbee.xml
